,MonthPE,Date,Daily_Temp,Daily_Precip,Daily_Humidity,Daily_Pressure,Daily_WindDir,Daily_WindSpeed,Daily_DNI,Daily_GHI,Daily_radiation
2019-09-23,9,2019-09-23,28.5,34.375,53.75,936.6,202.83333333333334,1.9750000000000005,27.416666666666668,257.6666666666667,237.41666666666666
2019-09-24,9,2019-09-24,29.816666666666666,33.55833333333333,49.833333333333336,936.3916666666668,186.83333333333334,1.8416666666666668,0.0,229.33333333333334,229.33333333333334
2019-09-25,9,2019-09-25,29.191666666666674,37.85,54.666666666666664,937.5916666666668,187.91666666666666,2.0833333333333335,26.0,178.58333333333334,164.66666666666666
2019-09-26,9,2019-09-26,29.649999999999995,36.90833333333334,51.25,938.0,198.25,2.1166666666666667,15.5,256.8333333333333,246.83333333333334
2019-09-27,9,2019-09-27,27.891666666666666,40.09166666666667,59.75,936.2833333333333,110.16666666666667,1.9166666666666663,56.833333333333336,186.5,159.25
2019-09-28,9,2019-09-28,27.116666666666664,38.90833333333333,61.416666666666664,933.8416666666667,140.66666666666666,2.4833333333333334,307.6666666666667,380.8333333333333,177.91666666666666
2019-09-29,9,2019-09-29,25.825000000000003,37.225,63.5,936.1083333333335,149.66666666666666,2.2166666666666663,107.75,304.25,229.16666666666666
2019-09-30,9,2019-09-30,25.925,34.51666666666667,60.083333333333336,934.5333333333333,223.58333333333334,1.466666666666667,328.5833333333333,400.5833333333333,171.91666666666666
2019-10-01,10,2019-10-01,24.808333333333334,30.824999999999992,58.583333333333336,934.7916666666666,237.08333333333334,1.9416666666666667,199.75,331.1666666666667,216.58333333333334
2019-10-02,10,2019-10-02,25.13333333333333,31.058333333333334,54.25,936.2416666666667,196.16666666666666,1.3583333333333334,185.91666666666666,323.0833333333333,191.75
2019-10-03,10,2019-10-03,25.933333333333334,28.49166666666667,48.916666666666664,935.5,134.91666666666666,1.9000000000000001,52.666666666666664,107.83333333333333,80.83333333333333
2019-10-04,10,2019-10-04,23.991666666666664,25.850000000000005,52.916666666666664,937.1833333333334,285.8333333333333,1.8416666666666668,320.8333333333333,383.75,185.66666666666666
2019-10-05,10,2019-10-05,25.041666666666668,20.791666666666668,42.416666666666664,936.9000000000001,247.75,1.8333333333333333,522.1666666666666,443.0833333333333,119.25
2019-10-06,10,2019-10-06,24.60833333333333,18.51666666666667,43.416666666666664,936.6750000000002,232.25,1.8416666666666666,18.416666666666668,106.58333333333333,96.66666666666667
2019-10-07,10,2019-10-07,23.316666666666666,23.233333333333334,41.333333333333336,939.65,226.91666666666666,1.7249999999999996,387.0,368.8333333333333,151.5
2019-10-08,10,2019-10-08,25.575,18.84166666666667,36.583333333333336,936.7916666666666,242.41666666666666,1.7166666666666666,608.4166666666666,447.5833333333333,92.08333333333333
2019-10-09,10,2019-10-09,26.183333333333337,19.158333333333335,35.666666666666664,937.4583333333331,188.75,1.8499999999999996,536.5,433.0,111.5
2019-10-10,10,2019-10-10,26.083333333333332,17.799999999999997,34.166666666666664,937.3249999999999,213.0,1.883333333333333,518.1666666666666,426.3333333333333,118.83333333333333
2019-10-11,10,2019-10-11,26.53333333333333,18.758333333333333,31.583333333333332,936.2916666666666,208.16666666666666,1.7333333333333334,527.3333333333334,424.9166666666667,113.0
2019-10-12,10,2019-10-12,26.441666666666666,18.016666666666666,33.583333333333336,937.0833333333331,205.58333333333334,1.8833333333333335,456.75,410.0833333333333,133.66666666666666
2019-10-13,10,2019-10-13,26.683333333333334,17.433333333333337,33.0,937.3166666666666,213.33333333333334,2.1416666666666666,473.25,410.5833333333333,125.33333333333333
2019-10-14,10,2019-10-14,26.941666666666666,18.166666666666668,30.833333333333332,937.5749999999998,208.25,2.1166666666666667,314.9166666666667,363.6666666666667,165.41666666666666
2019-10-15,10,2019-10-15,26.849999999999998,19.491666666666667,30.083333333333332,938.9,205.75,1.741666666666667,264.5833333333333,352.25,184.66666666666666
2019-10-16,10,2019-10-16,26.783333333333335,19.925000000000004,33.416666666666664,939.1916666666666,182.58333333333334,1.7000000000000002,156.58333333333334,318.5,211.83333333333334
2019-10-17,10,2019-10-17,26.224999999999998,22.625,37.25,938.8333333333331,187.16666666666666,1.8,53.916666666666664,203.16666666666666,164.58333333333334
2019-10-18,10,2019-10-18,23.875,20.808333333333334,44.333333333333336,940.6916666666666,318.0833333333333,2.1083333333333334,222.58333333333334,231.41666666666666,102.91666666666667
2019-10-19,10,2019-10-19,23.408333333333335,21.174999999999997,38.583333333333336,941.1249999999999,282.25,1.375,80.75,142.75,109.66666666666667
2019-10-20,10,2019-10-20,24.150000000000006,16.23333333333333,32.5,940.0999999999999,255.08333333333334,2.291666666666667,365.9166666666667,359.1666666666667,149.0
2019-10-21,10,2019-10-21,24.38333333333333,14.391666666666666,28.25,938.7249999999999,211.08333333333334,1.9666666666666668,515.3333333333334,392.8333333333333,104.75
2019-10-22,10,2019-10-22,24.508333333333336,14.799999999999999,30.083333333333332,935.4583333333334,225.91666666666666,2.3083333333333336,480.5833333333333,385.6666666666667,111.33333333333333
2019-10-23,10,2019-10-23,24.133333333333336,20.166666666666668,36.25,934.7999999999998,194.16666666666666,1.7000000000000002,264.3333333333333,323.1666666666667,171.16666666666666
2019-10-24,10,2019-10-24,24.524999999999995,15.025,29.166666666666668,936.5166666666668,222.25,1.7999999999999998,448.1666666666667,371.4166666666667,114.25
2019-10-25,10,2019-10-25,24.358333333333334,17.74166666666667,28.666666666666668,937.4833333333332,209.25,2.025,489.0833333333333,373.3333333333333,103.58333333333333
2019-10-26,10,2019-10-26,24.25,18.908333333333335,30.333333333333332,938.7333333333332,223.16666666666666,2.0416666666666665,397.3333333333333,352.8333333333333,131.16666666666666
2019-10-27,10,2019-10-27,24.566666666666666,15.316666666666668,28.0,937.5,250.5,2.3916666666666666,439.25,360.0833333333333,118.08333333333333
2019-10-28,10,2019-10-28,25.075,16.825,28.583333333333332,937.7916666666666,218.25,2.0833333333333335,300.1666666666667,325.6666666666667,150.41666666666666
2019-10-29,10,2019-10-29,25.16666666666667,19.625000000000004,30.666666666666668,938.5,230.75,1.708333333333333,234.66666666666666,306.75,163.66666666666666
2019-10-30,10,2019-10-30,24.383333333333336,22.458333333333332,36.75,937.4416666666667,216.66666666666666,1.4083333333333332,117.5,255.0,179.58333333333334
2019-10-31,10,2019-10-31,24.558333333333337,20.36666666666667,36.583333333333336,937.6583333333333,220.08333333333334,2.0583333333333336,258.25,307.5,154.75
2019-11-01,11,2019-11-01,22.666666666666668,23.958333333333332,43.0,938.2666666666665,182.66666666666666,2.058333333333333,6.833333333333333,127.33333333333333,123.75
2019-11-02,11,2019-11-02,22.474999999999998,18.36666666666667,41.916666666666664,939.0166666666668,305.0,2.425,242.58333333333334,300.25,164.08333333333334
2019-11-03,11,2019-11-03,23.125,19.408333333333335,35.833333333333336,939.1083333333331,244.91666666666666,2.0833333333333335,375.0,325.0833333333333,117.41666666666667
2019-11-04,11,2019-11-04,22.724999999999998,15.833333333333337,34.5,939.7500000000001,230.08333333333334,2.341666666666667,471.0833333333333,341.8333333333333,99.83333333333333
2019-11-05,11,2019-11-05,22.51666666666667,16.291666666666664,29.916666666666668,935.8666666666668,217.58333333333334,2.091666666666667,455.8333333333333,335.8333333333333,97.91666666666667
2019-11-06,11,2019-11-06,18.5,21.541666666666668,60.25,933.1,273.9166666666667,2.033333333333333,0.0,76.25,76.25
2019-11-07,11,2019-11-07,17.566666666666666,17.925,58.916666666666664,935.8666666666667,83.5,2.558333333333333,9.166666666666666,147.83333333333334,142.75
2019-11-08,11,2019-11-08,17.491666666666667,14.549999999999999,52.833333333333336,941.6833333333334,244.58333333333334,2.25,383.0,313.6666666666667,115.16666666666667
2019-11-09,11,2019-11-09,19.94166666666667,11.225,32.083333333333336,939.8916666666665,266.5,2.0416666666666665,568.0833333333334,343.75,72.66666666666667
2019-11-10,11,2019-11-10,20.125000000000004,10.416666666666666,27.583333333333332,938.5916666666667,211.16666666666666,1.425,563.5,342.0833333333333,72.91666666666667
2019-11-11,11,2019-11-11,19.909090909090907,11.68181818181818,30.272727272727273,937.7181818181817,201.27272727272728,1.218181818181818,495.45454545454544,350.09090909090907,109.45454545454545
2019-11-12,11,2019-11-12,20.61818181818182,14.81818181818182,28.454545454545453,938.4181818181817,207.36363636363637,1.718181818181818,12.636363636363637,183.1818181818182,177.9090909090909
2019-11-13,11,2019-11-13,20.781818181818178,16.60909090909091,34.18181818181818,940.8909090909091,209.9090909090909,1.390909090909091,65.0909090909091,216.8181818181818,188.1818181818182
2019-11-14,11,2019-11-14,20.545454545454547,21.43636363636364,41.18181818181818,941.7454545454544,190.45454545454547,1.4090909090909092,16.272727272727273,208.0909090909091,200.36363636363637
2019-11-15,11,2019-11-15,18.954545454545453,24.05454545454545,55.45454545454545,941.8090909090909,96.81818181818181,1.3363636363636362,39.09090909090909,187.9090909090909,169.0909090909091
2019-11-16,11,2019-11-16,18.80909090909091,20.863636363636363,55.90909090909091,941.4999999999999,282.09090909090907,1.6727272727272728,11.090909090909092,143.9090909090909,139.45454545454547
2019-11-17,11,2019-11-17,19.30909090909091,13.672727272727274,45.63636363636363,941.3181818181819,326.8181818181818,2.827272727272727,561.2727272727273,343.27272727272725,82.0
2019-11-18,11,2019-11-18,19.69090909090909,6.072727272727272,28.363636363636363,938.8909090909091,325.0,2.4727272727272727,534.9090909090909,343.72727272727275,90.0909090909091
2019-11-19,11,2019-11-19,19.136363636363633,8.81818181818182,29.818181818181817,938.4909090909092,215.9090909090909,1.5727272727272728,386.54545454545456,304.90909090909093,136.36363636363637
2019-11-20,11,2019-11-20,18.69090909090909,12.0,32.72727272727273,938.5454545454545,203.8181818181818,1.2727272727272725,146.8181818181818,243.72727272727272,176.36363636363637
2019-11-21,11,2019-11-21,18.445454545454545,17.936363636363637,36.45454545454545,941.9545454545455,340.0,2.118181818181818,0.0,102.81818181818181,102.81818181818181
2019-11-22,11,2019-11-22,16.836363636363636,23.709090909090904,53.0,942.4363636363636,138.1818181818182,3.1727272727272724,0.0,95.18181818181819,95.18181818181819
2019-11-23,11,2019-11-23,17.36363636363636,18.672727272727272,55.27272727272727,941.9545454545455,328.0,2.0545454545454542,199.45454545454547,252.27272727272728,170.54545454545453
2019-11-24,11,2019-11-24,18.06363636363636,16.890909090909087,44.63636363636363,940.0272727272727,182.63636363636363,0.9181818181818181,171.72727272727272,254.1818181818182,179.9090909090909
2019-11-25,11,2019-11-25,17.781818181818178,14.627272727272727,47.63636363636363,940.4454545454545,202.8181818181818,1.2363636363636363,388.72727272727275,300.0,115.27272727272727
2019-11-26,11,2019-11-26,17.754545454545454,12.42727272727273,39.45454545454545,941.9727272727273,119.81818181818181,2.318181818181818,34.09090909090909,213.54545454545453,197.72727272727272
2019-11-27,11,2019-11-27,16.92,15.559999999999999,51.0,940.1,122.4,2.61,2.4,129.0,128.4
2019-11-28,11,2019-11-28,15.572727272727269,12.945454545454545,50.54545454545455,942.1636363636363,190.0,1.4454545454545455,178.45454545454547,241.45454545454547,148.9090909090909
2019-11-29,11,2019-11-29,15.7,11.427272727272728,37.90909090909091,941.9727272727272,240.63636363636363,1.3727272727272728,449.90909090909093,303.8181818181818,102.72727272727273
2019-11-30,11,2019-11-30,16.12727272727273,8.936363636363636,31.181818181818183,941.4909090909092,261.09090909090907,2.190909090909091,528.0,316.8181818181818,82.45454545454545
2019-12-01,12,2019-12-01,15.981818181818182,6.663636363636363,23.545454545454547,940.4090909090909,252.27272727272728,1.8545454545454545,619.6363636363636,328.72727272727275,63.54545454545455
2019-12-02,12,2019-12-02,16.03636363636364,5.172727272727273,23.272727272727273,941.1181818181819,287.1818181818182,2.1,653.3636363636364,333.09090909090907,56.90909090909091
2019-12-03,12,2019-12-03,16.536363636363635,4.818181818181819,22.0,940.3272727272728,255.0909090909091,1.8727272727272726,650.0909090909091,331.90909090909093,56.63636363636363
2019-12-04,12,2019-12-04,17.01818181818182,5.272727272727274,21.363636363636363,941.9181818181819,213.63636363636363,1.5636363636363635,660.9090909090909,330.6363636363636,55.18181818181818
2019-12-05,12,2019-12-05,16.7,5.699999999999999,24.818181818181817,944.3909090909092,208.45454545454547,1.4636363636363638,563.7272727272727,318.1818181818182,73.63636363636364
2019-12-06,12,2019-12-06,17.14,5.2700000000000005,22.9,944.3599999999999,268.4,1.6199999999999999,594.2,345.8,90.5
2019-12-07,12,2019-12-07,17.5,4.48,19.1,943.25,273.5,1.72,671.1,355.9,73.0
2019-12-08,12,2019-12-08,16.88,4.26,19.3,942.7,226.9,1.3800000000000001,633.7,350.8,80.7
2019-12-09,12,2019-12-09,16.990000000000002,6.730000000000001,20.2,941.6999999999998,255.9,1.3800000000000001,258.6,265.7,156.9
2019-12-10,12,2019-12-10,16.64,10.72,22.0,938.4799999999999,301.0,1.53,291.0,273.4,140.5
2019-12-11,12,2019-12-11,15.420000000000002,13.559999999999999,46.5,938.1600000000001,314.9,2.3600000000000003,221.8,261.0,156.6
2019-12-12,12,2019-12-12,14.65,15.09,43.5,936.65,142.1,2.6599999999999997,0.0,86.0,86.0
2019-12-13,12,2019-12-13,11.600000000000001,16.479999999999997,69.7,935.0799999999999,198.2,1.19,1.4,117.2,117.1
2019-12-14,12,2019-12-14,11.81,15.77,71.9,943.6,125.8,2.34,6.2,136.0,134.8
2019-12-15,12,2019-12-15,12.399999999999999,9.659999999999998,53.3,942.9,314.7,2.04,607.3,331.5,80.6
2019-12-16,12,2019-12-16,13.48,7.15,34.0,942.79,288.9,2.14,675.1,342.5,67.9
2019-12-17,12,2019-12-17,13.309999999999999,4.15,24.5,944.1299999999999,289.2,2.34,727.9,353.0,59.5
2019-12-18,12,2019-12-18,14.0,7.19,23.1,941.5699999999999,269.5,1.7,107.2,224.0,185.9
2019-12-19,12,2019-12-19,14.12,7.7700000000000005,29.2,940.6700000000001,221.4,1.6600000000000001,349.8,291.4,135.2
2019-12-20,12,2019-12-20,13.77,10.379999999999999,35.4,939.1300000000001,272.9,1.43,136.4,224.1,171.3
2019-12-21,12,2019-12-21,13.819999999999999,10.2,41.9,940.7,277.4,1.97,540.1,321.1,94.1
2019-12-22,12,2019-12-22,14.339999999999998,7.82,35.9,942.61,243.5,2.16,626.6,335.2,77.5
2019-12-23,12,2019-12-23,13.75,6.15,29.4,939.5899999999999,269.1,1.6099999999999999,550.8,325.9,99.4
2019-12-24,12,2019-12-24,13.3,7.57,30.4,942.72,160.8,1.4700000000000002,330.4,286.5,150.8
2019-12-25,12,2019-12-25,13.180000000000001,4.889999999999999,24.5,940.6700000000001,275.3,2.15,594.1,337.5,87.7
2019-12-26,12,2019-12-26,12.490909090909092,2.6545454545454543,19.818181818181817,939.3090909090907,275.45454545454544,1.6545454545454545,558.9090909090909,315.1818181818182,77.36363636363636
2019-12-27,12,2019-12-27,12.65,3.28,18.3,940.22,214.4,1.4000000000000001,466.2,317.6,113.7
2019-12-28,12,2019-12-28,12.47272727272727,4.318181818181818,24.0,940.4,227.72727272727272,1.6818181818181819,284.09090909090907,247.54545454545453,137.8181818181818
2019-12-29,12,2019-12-29,12.345454545454546,4.881818181818181,29.0,941.6090909090909,226.72727272727272,1.5272727272727273,387.8181818181818,274.72727272727275,105.72727272727273
2019-12-30,12,2019-12-30,12.59,5.510000000000001,29.8,939.9500000000002,166.9,1.6599999999999997,586.4,338.6,89.2
2019-12-31,12,2019-12-31,11.819999999999999,7.15,34.7,942.64,136.2,2.3,199.7,236.1,163.8
2020-01-01,1,2020-01-01,13.070000000000002,6.76,27.9,944.5899999999999,155.6,1.1700000000000002,49.9,221.7,195.9
2020-01-02,1,2020-01-02,13.629999999999999,10.24,28.4,945.43,260.1,1.33,107.2,220.7,174.5
2020-01-03,1,2020-01-03,13.13,13.040000000000001,40.0,941.3,299.1,1.72,7.6,158.0,157.0
2020-01-04,1,2020-01-04,11.936363636363637,10.272727272727272,49.81818181818182,939.7727272727273,203.54545454545453,1.7545454545454546,374.72727272727275,282.72727272727275,113.63636363636364
2020-01-05,1,2020-01-05,11.12,9.739999999999998,38.3,941.21,201.7,2.0300000000000002,3.3,147.7,147.3
2020-01-06,1,2020-01-06,7.480000000000001,18.02,75.8,942.5199999999999,222.3,1.01,0.0,70.9,70.9
2020-01-07,1,2020-01-07,9.527272727272727,11.945454545454544,76.72727272727273,939.5363636363637,302.0,1.9636363636363638,3.8181818181818183,120.9090909090909,119.81818181818181
2020-01-08,1,2020-01-08,8.99090909090909,10.381818181818183,64.27272727272727,938.0,259.09090909090907,1.9363636363636367,177.8181818181818,228.0909090909091,138.63636363636363
2020-01-09,1,2020-01-09,10.054545454545455,6.2272727272727275,48.0,941.9363636363636,312.8181818181818,2.209090909090909,654.2727272727273,331.54545454545456,58.81818181818182
2020-01-10,1,2020-01-10,11.009090909090908,3.7454545454545456,30.727272727272727,942.4272727272727,317.72727272727275,2.2909090909090915,647.2727272727273,336.6363636363636,66.18181818181819
2020-01-11,1,2020-01-11,11.918181818181818,6.390909090909091,28.454545454545453,941.9272727272727,308.72727272727275,1.5272727272727273,26.636363636363637,159.27272727272728,153.0909090909091
2020-01-12,1,2020-01-12,13.145454545454545,17.863636363636367,55.09090909090909,940.8181818181816,335.3636363636364,3.0090909090909093,0.18181818181818182,117.63636363636364,117.63636363636364
2020-01-13,1,2020-01-13,7.672727272727272,18.709090909090907,90.36363636363636,930.4454545454545,118.45454545454545,2.6999999999999997,0.0,31.818181818181817,31.818181818181817
2020-01-14,1,2020-01-14,10.536363636363635,9.681818181818183,62.45454545454545,939.8818181818181,266.0,2.627272727272727,536.4545454545455,322.27272727272725,87.18181818181819
2020-01-15,1,2020-01-15,11.827272727272726,10.318181818181818,51.09090909090909,940.1272727272727,310.72727272727275,1.6909090909090907,287.6363636363636,282.45454545454544,145.72727272727272
2020-01-16,1,2020-01-16,12.463636363636367,8.4,41.90909090909091,939.2636363636365,321.1818181818182,2.5090909090909093,510.27272727272725,324.0,95.9090909090909
2020-01-17,1,2020-01-17,12.1,10.854545454545455,47.54545454545455,939.5727272727272,214.8181818181818,1.4363636363636365,431.27272727272725,313.27272727272725,110.0909090909091
2020-01-18,1,2020-01-18,12.2,10.972727272727273,49.63636363636363,941.8909090909091,252.54545454545453,1.8363636363636366,346.0,296.8181818181818,136.0909090909091
2020-01-19,1,2020-01-19,11.745454545454548,6.663636363636363,37.90909090909091,942.1454545454545,279.0,1.9090909090909092,459.09090909090907,320.45454545454544,118.54545454545455
2020-01-20,1,2020-01-20,12.536363636363637,10.181818181818185,37.36363636363637,940.1909090909091,275.0,1.7000000000000002,300.1818181818182,292.27272727272725,158.8181818181818
2020-01-21,1,2020-01-21,7.836363636363638,14.281818181818181,78.0,943.4454545454545,90.81818181818181,2.0090909090909093,0.36363636363636365,94.9090909090909,94.9090909090909
2020-01-22,1,2020-01-22,10.518181818181818,9.454545454545453,58.36363636363637,945.4000000000001,309.45454545454544,2.972727272727273,538.5454545454545,338.90909090909093,93.9090909090909
2020-01-23,1,2020-01-23,12.018181818181818,5.672727272727272,38.18181818181818,942.9181818181819,324.8181818181818,3.2,603.4545454545455,354.27272727272725,83.63636363636364
2020-01-24,1,2020-01-24,12.336363636363636,7.454545454545453,29.272727272727273,939.6090909090908,316.27272727272725,2.3636363636363638,342.54545454545456,302.6363636363636,138.63636363636363
2020-01-25,1,2020-01-25,13.363636363636363,11.890909090909092,43.81818181818182,939.4999999999999,187.54545454545453,1.6090909090909091,21.09090909090909,152.36363636363637,147.9090909090909
2020-01-26,1,2020-01-26,14.009090909090911,10.709090909090909,49.18181818181818,938.9636363636364,310.6363636363636,2.2363636363636363,580.5454545454545,352.54545454545456,88.18181818181819
2020-01-27,1,2020-01-27,14.072727272727274,11.5,43.81818181818182,936.1545454545455,148.0,1.3636363636363635,136.45454545454547,270.3636363636364,202.0909090909091
2020-01-28,1,2020-01-28,9.9,16.690909090909088,72.63636363636364,934.8363636363636,75.0,2.5363636363636366,0.0,77.81818181818181,77.81818181818181
2020-01-29,1,2020-01-29,10.945454545454545,14.381818181818183,73.45454545454545,940.4727272727273,118.0909090909091,3.6,0.2727272727272727,149.8181818181818,149.8181818181818
2020-01-30,1,2020-01-30,11.572727272727272,10.372727272727273,55.36363636363637,941.6272727272727,298.09090909090907,1.7636363636363634,538.6363636363636,360.45454545454544,101.63636363636364
2020-01-31,1,2020-01-31,12.0,10.272727272727272,48.81818181818182,937.3,170.36363636363637,1.2000000000000002,436.3636363636364,347.1818181818182,127.27272727272727
2020-02-01,2,2020-02-01,12.345454545454544,8.927272727272726,49.63636363636363,941.8909090909091,233.27272727272728,1.6545454545454545,509.1818181818182,361.09090909090907,118.0909090909091
2020-02-02,2,2020-02-02,12.945454545454545,5.363636363636363,36.09090909090909,942.5909090909091,240.0909090909091,1.8181818181818181,627.4545454545455,387.1818181818182,89.54545454545455
2020-02-03,2,2020-02-03,13.20909090909091,6.236363636363635,37.27272727272727,940.8636363636364,185.8181818181818,1.3454545454545455,661.2727272727273,394.45454545454544,77.45454545454545
2020-02-04,2,2020-02-04,11.154545454545456,11.436363636363636,50.18181818181818,940.281818181818,157.0909090909091,1.4454545454545455,2.090909090909091,165.0909090909091,164.8181818181818
2020-02-05,2,2020-02-05,12.745454545454544,8.51818181818182,43.63636363636363,940.4363636363637,314.09090909090907,2.4818181818181824,538.4545454545455,380.6363636363636,109.36363636363636
2020-02-06,2,2020-02-06,12.572727272727274,10.536363636363637,44.45454545454545,937.9818181818183,197.27272727272728,1.6454545454545455,319.09090909090907,331.6363636363636,172.63636363636363
2020-02-07,2,2020-02-07,13.272727272727273,7.572727272727272,42.45454545454545,942.6545454545457,244.1818181818182,2.018181818181818,545.7272727272727,387.6363636363636,110.9090909090909
2020-02-08,2,2020-02-08,13.854545454545457,4.472727272727273,30.363636363636363,944.1818181818181,168.1818181818182,1.4545454545454546,659.3636363636364,410.27272727272725,91.45454545454545
2020-02-09,2,2020-02-09,14.81818181818182,6.181818181818182,32.81818181818182,944.4363636363636,214.45454545454547,1.4363636363636365,596.0909090909091,404.3636363636364,103.72727272727273
2020-02-10,2,2020-02-10,15.51818181818182,7.581818181818181,36.0,941.8909090909088,232.27272727272728,1.7272727272727273,506.27272727272725,392.09090909090907,125.27272727272727
2020-02-11,2,2020-02-11,14.563636363636364,18.30909090909091,48.63636363636363,943.7636363636364,210.54545454545453,3.372727272727273,12.545454545454545,75.0909090909091,66.81818181818181
2020-02-12,2,2020-02-12,16.16363636363636,21.254545454545454,53.63636363636363,944.1363636363639,313.27272727272725,2.7636363636363637,0.0,70.81818181818181,70.81818181818181
2020-02-13,2,2020-02-13,16.90909090909091,19.163636363636364,55.09090909090909,940.8090909090911,174.36363636363637,1.7272727272727273,61.90909090909091,155.9090909090909,116.81818181818181
2020-02-14,2,2020-02-14,16.533333333333335,8.375,49.916666666666664,938.2166666666666,324.0833333333333,4.5249999999999995,593.8333333333334,385.9166666666667,86.33333333333333
2020-02-15,2,2020-02-15,17.691666666666666,5.608333333333333,29.25,937.6333333333332,307.75,2.391666666666666,631.9166666666666,395.0833333333333,83.83333333333333
2020-02-16,2,2020-02-16,18.409090909090907,6.327272727272727,33.90909090909091,940.7545454545453,310.27272727272725,2.7454545454545456,629.6363636363636,425.8181818181818,104.45454545454545
2020-02-17,2,2020-02-17,18.149999999999995,5.833333333333333,27.25,942.0750000000002,321.9166666666667,2.991666666666667,561.5,391.0833333333333,104.83333333333333
2020-02-18,2,2020-02-18,18.724999999999998,8.25,25.166666666666668,938.0750000000002,238.5,1.7250000000000003,501.1666666666667,386.1666666666667,110.75
2020-02-19,2,2020-02-19,18.236363636363635,13.7,34.09090909090909,935.1090909090909,102.72727272727273,4.4818181818181815,0.0,74.45454545454545,74.45454545454545
2020-02-20,2,2020-02-20,15.791666666666664,16.216666666666665,53.75,940.0166666666668,156.33333333333334,3.741666666666667,0.0,74.75,74.75
2020-02-21,2,2020-02-21,17.75,13.375,44.5,942.4166666666665,230.58333333333334,2.1166666666666667,514.5833333333334,398.5,113.91666666666667
2020-02-22,2,2020-02-22,18.18333333333333,16.21666666666667,44.916666666666664,945.2166666666667,218.33333333333334,2.0749999999999997,293.0833333333333,328.4166666666667,170.16666666666666
2020-02-23,2,2020-02-23,18.88333333333333,13.475,39.416666666666664,942.6,207.5,1.7416666666666665,521.1666666666666,405.3333333333333,113.91666666666667
2020-02-24,2,2020-02-24,19.681818181818183,13.236363636363636,32.81818181818182,938.818181818182,204.8181818181818,1.8272727272727274,513.6363636363636,436.72727272727275,144.45454545454547
2020-02-25,2,2020-02-25,19.316666666666666,11.833333333333334,33.0,937.5999999999999,214.33333333333334,1.9916666666666665,515.75,415.0833333333333,118.75
2020-02-26,2,2020-02-26,19.808333333333334,10.783333333333333,28.5,937.8333333333335,215.91666666666666,2.1250000000000004,560.5,428.1666666666667,105.08333333333333
2020-02-27,2,2020-02-27,21.463636363636365,18.472727272727273,32.54545454545455,938.9272727272728,181.63636363636363,1.6909090909090911,59.90909090909091,256.0,228.27272727272728
2020-02-28,2,2020-02-28,18.841666666666665,22.958333333333332,55.833333333333336,938.0333333333332,189.58333333333334,1.9083333333333332,0.0,17.416666666666668,17.416666666666668
2020-02-29,2,2020-02-29,17.12727272727273,21.22727272727273,59.90909090909091,937.7454545454547,131.0909090909091,3.9000000000000004,0.0,27.181818181818183,27.181818181818183
2020-03-01,3,2020-03-01,18.825,18.249999999999996,48.583333333333336,939.3333333333334,254.91666666666666,1.7416666666666665,381.6666666666667,392.9166666666667,160.83333333333334
2020-03-02,3,2020-03-02,19.76666666666667,14.0,41.583333333333336,937.4000000000001,198.41666666666666,1.8499999999999999,598.5833333333334,448.25,103.5
2020-03-03,3,2020-03-03,20.26666666666667,12.433333333333332,39.5,935.8666666666668,246.41666666666666,2.325,635.3333333333334,460.5833333333333,91.75
2020-03-04,3,2020-03-04,18.075,18.575,51.083333333333336,935.0416666666666,144.75,2.0749999999999997,0.0,105.33333333333333,105.33333333333333
2020-03-05,3,2020-03-05,15.154545454545456,18.700000000000003,61.09090909090909,936.2,83.45454545454545,3.1545454545454548,0.0,30.181818181818183,30.181818181818183
2020-03-06,3,2020-03-06,11.716666666666663,21.333333333333332,81.91666666666667,935.1,34.083333333333336,2.85,0.0,38.166666666666664,38.166666666666664
2020-03-07,3,2020-03-07,10.525,18.849999999999998,86.75,937.5166666666669,108.75,4.3,0.0,37.666666666666664,37.666666666666664
2020-03-08,3,2020-03-08,14.441666666666668,15.733333333333333,65.83333333333333,941.7250000000003,102.33333333333333,2.8666666666666667,37.833333333333336,97.33333333333333,81.25
2020-03-09,3,2020-03-09,15.584615384615386,7.415384615384616,48.46153846153846,937.8,319.15384615384613,3.5307692307692307,185.92307692307693,329.38461538461536,209.0
2020-03-10,3,2020-03-10,17.59166666666667,9.725,42.0,935.7499999999999,128.75,1.3,189.75,334.6666666666667,230.5
2020-03-11,3,2020-03-11,17.67692307692308,14.66923076923077,46.38461538461539,934.1923076923078,118.84615384615384,3.9538461538461545,15.615384615384615,213.69230769230768,204.76923076923077
2020-03-12,3,2020-03-12,15.86153846153846,14.315384615384614,56.46153846153846,936.6153846153846,139.69230769230768,6.607692307692307,40.69230769230769,136.92307692307693,112.23076923076923
2020-03-13,3,2020-03-13,15.392307692307693,15.946153846153846,58.30769230769231,939.4307692307692,282.0,2.661538461538461,225.6153846153846,321.0,174.92307692307693
2020-03-14,3,2020-03-14,17.492307692307694,15.092307692307696,48.23076923076923,939.8307692307692,226.92307692307693,2.169230769230769,274.0769230769231,346.2307692307692,186.0
2020-03-15,3,2020-03-15,18.37692307692308,14.500000000000002,47.92307692307692,941.3538461538462,259.3076923076923,1.9846153846153847,534.6153846153846,455.38461538461536,114.61538461538461
