#Meteo hourly data
#Site, Solcast_site_73.047885_33.68442
#Country, Pakistan
#Data Source, Solcast https://solcast.com
#Time step, 1
#Latitude, 33.6844
#Longitude, 73.0479
#Altitude, 519
#Time Zone, 4.0
Year,Month,Day,Hour,Minute,Tamb,Cloudopacity,DHI,DNI,GHI,Pw,Pressure,WindDir,WindVel,Zenith
Year,Month,Day,Hour,Minute,[deg C],[%],[W/m2],[W/m2],[W/m2],[cm],[mbar],[degree],[m/s],[degree]
2019,1,1,0,0,1.8,62.2,0,0,0,0.97,927.1,34,1.7,159
2019,1,1,1,0,1.7,57.4,0,0,0,1.0,926.8,36,1.6,148
2019,1,1,2,0,1.9,54.6,0,0,0,1.04,926.5,38,1.6,135
2019,1,1,3,0,2.1,50.4,0,0,0,1.09,926.2,40,1.5,123
2019,1,1,4,0,2.5,61.0,0,0,0,1.12,926.2,42,1.5,111
2019,1,1,5,0,3.0,45.1,0,0,0,1.15,926.5,45,1.5,99
2019,1,1,6,0,3.6,28.1,9,11,10,1.18,926.7,48,1.4,88
2019,1,1,7,0,5.2,50.8,79,0,79,1.23,926.9,53,1.4,77
2019,1,1,8,0,8.1,70.0,89,0,89,1.3,927.1,60,1.4,69
2019,1,1,9,0,10.9,52.7,199,0,199,1.36,927.2,67,1.5,62
2019,1,1,10,0,12.5,63.8,173,0,173,1.43,926.8,76,1.4,58
2019,1,1,11,0,13.1,81.7,89,0,89,1.49,925.8,90,1.3,57
2019,1,1,12,0,13.6,72.9,117,0,117,1.55,924.9,104,1.4,60
2019,1,1,13,0,13.5,68.9,104,0,104,1.6,924.5,113,1.5,66
2019,1,1,14,0,12.9,57.7,76,0,76,1.63,924.6,117,1.8,74
2019,1,1,15,0,12.3,57.5,27,0,27,1.65,924.8,120,2.1,84
2019,1,1,16,0,11.4,85.9,0,0,0,1.68,925.0,113,2.1,95
2019,1,1,17,0,10.1,86.0,0,0,0,1.71,925.2,93,2.0,106
2019,1,1,18,0,8.9,86.0,0,0,0,1.73,925.4,72,2.1,119
2019,1,1,19,0,8.2,86.0,0,0,0,1.76,925.5,62,2.2,131
2019,1,1,20,0,8.1,86.0,0,0,0,1.8,925.4,60,2.1,143
2019,1,1,21,0,7.9,86.0,0,0,0,1.83,925.3,58,2.1,156
2019,1,1,22,0,7.9,88.4,0,0,0,1.85,925.2,59,2.1,166
2019,1,1,23,0,7.9,85.9,0,0,0,1.86,925.0,63,2.3,168
2019,1,2,0,0,7.9,83.8,0,0,0,1.87,924.8,66,2.5,159
2019,1,2,1,0,7.6,57.3,0,0,0,1.86,924.8,68,2.5,148
2019,1,2,2,0,7.0,57.0,0,0,0,1.83,925.1,71,2.3,135
2019,1,2,3,0,6.5,53.5,0,0,0,1.8,925.3,74,2.2,123
2019,1,2,4,0,6.3,2.3,0,0,0,1.76,925.7,76,2.0,111
2019,1,2,5,0,6.5,31.2,0,0,0,1.72,926.1,78,1.8,99
2019,1,2,6,0,6.7,37.6,16,3,17,1.68,926.5,81,1.6,88
2019,1,2,7,0,7.0,0.0,95,110,122,1.64,926.9,89,1.6,77
2019,1,2,8,0,7.4,0.6,170,235,257,1.6,927.4,100,1.9,69
2019,1,2,9,0,7.8,16.2,237,174,319,1.55,927.9,108,2.2,62
2019,1,2,10,0,8.1,39.6,263,40,285,1.5,927.9,115,2.2,58
2019,1,2,11,0,8.5,0.4,213,515,493,1.44,927.4,122,2.0,57
2019,1,2,12,0,8.8,0.0,189,531,455,1.38,927.0,131,1.8,60
2019,1,2,13,0,9.3,0.0,141,546,364,1.31,926.9,133,1.5,66
2019,1,2,14,0,9.9,0.0,97,430,218,1.22,927.1,122,1.0,74
2019,1,2,15,0,10.6,0.0,40,174,65,1.13,927.3,93,0.6,84
2019,1,2,16,0,10.3,0.0,0,0,0,1.07,927.7,62,0.6,95
2019,1,2,17,0,9.1,0.0,0,0,0,1.03,928.3,53,0.8,106
2019,1,2,18,0,7.9,0.0,0,0,0,0.99,928.9,47,0.9,118
2019,1,2,19,0,7.0,0.0,0,0,0,0.95,929.2,43,1.0,131
2019,1,2,20,0,6.5,0.0,0,0,0,0.92,929.3,39,1.0,143
2019,1,2,21,0,6.1,0.0,0,0,0,0.9,929.4,34,0.9,155
2019,1,2,22,0,5.7,0.0,0,0,0,0.87,929.6,31,1.0,166
2019,1,2,23,0,5.4,0.0,0,0,0,0.84,929.7,30,1.2,168
2019,1,3,0,0,5.1,0.0,0,0,0,0.82,929.8,29,1.4,159
2019,1,3,1,0,4.7,0.0,0,0,0,0.79,929.6,28,1.5,148
2019,1,3,2,0,4.3,0.0,0,0,0,0.77,929.2,27,1.6,135
2019,1,3,3,0,3.9,0.0,0,0,0,0.74,928.8,26,1.6,123
2019,1,3,4,0,3.5,0.0,0,0,0,0.72,928.8,27,1.8,111
2019,1,3,5,0,3.3,0.0,0,0,0,0.71,929.1,30,2.1,99
2019,1,3,6,0,3.1,0.7,18,116,31,0.7,929.5,33,2.4,88
2019,1,3,7,0,4.0,0.0,64,526,183,0.7,929.8,32,2.4,77
2019,1,3,8,0,6.2,8.5,139,494,323,0.71,930.1,30,2.3,68
2019,1,3,9,0,8.3,8.8,158,599,441,0.72,930.3,27,2.2,62
2019,1,3,10,0,9.8,0.0,109,846,562,0.73,930.0,22,1.9,58
2019,1,3,11,0,10.8,0.0,107,859,575,0.75,929.0,12,1.6,57
2019,1,3,12,0,11.7,0.0,105,825,520,0.76,928.1,359,1.4,60
2019,1,3,13,0,12.3,0.3,115,677,396,0.77,927.5,346,1.3,66
2019,1,3,14,0,12.4,40.8,112,95,145,0.78,927.5,333,1.2,74
2019,1,3,15,0,12.6,8.3,44,143,61,0.78,927.4,320,1.2,84
2019,1,3,16,0,11.3,0.0,0,1,1,0.77,927.5,327,1.2,95
2019,1,3,17,0,8.7,0.0,0,0,0,0.74,927.8,349,1.4,106
2019,1,3,18,0,6.1,0.0,0,0,0,0.7,928.1,4,1.8,118
2019,1,3,19,0,4.3,0.0,0,0,0,0.68,928.2,12,2.0,131
2019,1,3,20,0,3.4,0.0,0,0,0,0.68,928.3,20,1.9,143
2019,1,3,21,0,2.5,4.2,0,0,0,0.67,928.4,27,1.9,155
2019,1,3,22,0,1.9,41.7,0,0,0,0.68,928.2,33,2.0,166
2019,1,3,23,0,1.8,43.1,0,0,0,0.69,927.8,35,2.2,168
2019,1,4,0,0,1.7,57.8,0,0,0,0.7,927.4,37,2.3,160
2019,1,4,1,0,1.9,57.8,0,0,0,0.75,927.1,38,2.3,148
2019,1,4,2,0,2.3,56.4,0,0,0,0.84,926.9,39,2.2,135
2019,1,4,3,0,2.7,55.6,0,0,0,0.92,926.7,39,2.0,123
2019,1,4,4,0,3.1,55.3,0,0,0,0.99,926.7,40,2.0,111
2019,1,4,5,0,3.5,52.4,0,0,0,1.05,926.8,41,2.1,99
2019,1,4,6,0,4.0,70.8,4,0,4,1.1,926.9,41,2.3,88
2019,1,4,7,0,4.8,91.2,16,0,16,1.17,927.2,38,2.4,77
2019,1,4,8,0,6.0,88.0,36,0,36,1.25,927.6,33,2.5,68
2019,1,4,9,0,7.2,69.9,136,0,136,1.33,928.0,28,2.7,62
2019,1,4,10,0,8.0,72.1,139,0,139,1.4,927.8,26,2.8,58
2019,1,4,11,0,8.4,69.5,157,0,157,1.46,927.0,27,2.9,57
2019,1,4,12,0,8.7,56.8,145,89,188,1.52,926.2,28,2.9,60
2019,1,4,13,0,9.1,43.2,201,2,202,1.52,925.6,29,2.8,66
2019,1,4,14,0,9.4,70.0,66,0,66,1.47,925.3,32,2.5,74
2019,1,4,15,0,9.7,62.1,23,0,23,1.43,925.0,35,2.3,84
2019,1,4,16,0,9.4,38.3,0,0,0,1.42,925.0,36,2.2,94
2019,1,4,17,0,8.6,76.5,0,0,0,1.45,925.4,35,2.3,106
2019,1,4,18,0,7.7,84.4,0,0,0,1.49,925.8,34,2.3,118
2019,1,4,19,0,7.2,74.1,0,0,0,1.52,926.0,36,2.3,131
2019,1,4,20,0,7.2,64.1,0,0,0,1.54,925.9,42,2.2,143
2019,1,4,21,0,7.2,59.4,0,0,0,1.56,925.7,48,2.1,155
2019,1,4,22,0,7.1,85.6,0,0,0,1.57,925.5,52,2.0,165
2019,1,4,23,0,7.0,86.0,0,0,0,1.59,925.0,54,2.0,168
2019,1,5,0,0,7.0,86.0,0,0,0,1.6,924.6,56,2.0,160
2019,1,5,1,0,6.8,86.0,0,0,0,1.59,924.5,59,1.9,148
2019,1,5,2,0,6.5,86.0,0,0,0,1.55,924.8,65,1.5,135
2019,1,5,3,0,6.2,83.9,0,0,0,1.51,925.0,74,1.3,123
2019,1,5,4,0,6.2,58.2,0,0,0,1.5,925.3,82,1.2,111
2019,1,5,5,0,6.4,58.2,0,0,0,1.5,925.7,86,1.4,99
2019,1,5,6,0,6.6,66.7,4,0,4,1.51,926.1,90,1.6,88
2019,1,5,7,0,6.8,92.0,8,0,8,1.51,926.5,88,1.7,77
2019,1,5,8,0,7.0,97.4,8,0,8,1.52,927.0,83,1.6,68
2019,1,5,9,0,7.3,95.5,15,0,15,1.52,927.4,78,1.6,62
2019,1,5,10,0,7.5,96.1,16,0,16,1.53,927.3,77,1.6,57
2019,1,5,11,0,7.6,99.7,12,0,12,1.53,926.7,81,1.6,57
2019,1,5,12,0,7.7,99.1,10,0,10,1.53,926.0,85,1.7,60
2019,1,5,13,0,7.8,96.9,8,0,8,1.51,925.8,84,1.6,65
2019,1,5,14,0,8.0,89.0,15,0,15,1.47,926.0,78,1.5,74
2019,1,5,15,0,8.1,50.9,15,0,15,1.43,926.2,71,1.4,83
2019,1,5,16,0,7.7,0.0,1,0,1,1.39,926.4,60,1.3,94
2019,1,5,17,0,6.7,0.0,0,0,0,1.37,926.7,46,1.3,106
2019,1,5,18,0,5.7,0.0,0,0,0,1.34,927.0,34,1.4,118
2019,1,5,19,0,5.0,0.0,0,0,0,1.32,927.2,25,1.5,130
2019,1,5,20,0,4.7,0.0,0,0,0,1.3,927.2,20,1.5,143
2019,1,5,21,0,4.4,0.0,0,0,0,1.28,927.3,14,1.6,155
2019,1,5,22,0,3.9,0.0,0,0,0,1.25,927.2,12,1.6,165
2019,1,5,23,0,3.4,0.0,0,0,0,1.21,926.9,13,1.6,168
2019,1,6,0,0,2.9,0.0,0,0,0,1.17,926.6,14,1.6,160
2019,1,6,1,0,2.6,0.0,0,0,0,1.14,926.3,15,1.6,148
2019,1,6,2,0,2.6,0.0,0,0,0,1.1,925.9,18,1.6,135
2019,1,6,3,0,2.7,0.0,0,0,0,1.06,925.5,22,1.5,123
2019,1,6,4,0,2.4,0.0,0,0,0,1.02,925.5,25,1.6,111
2019,1,6,5,0,1.7,0.0,0,0,0,1.0,925.8,28,1.8,99
2019,1,6,6,0,1.1,8.8,17,3,17,0.98,926.2,30,2.0,88
2019,1,6,7,0,2.1,15.0,99,82,121,0.96,926.5,29,2.0,77
2019,1,6,8,0,4.6,0.0,156,358,290,0.95,926.9,24,1.9,68
2019,1,6,9,0,7.1,0.0,190,489,424,0.93,927.2,17,1.7,62
2019,1,6,10,0,8.9,0.0,172,660,528,0.92,927.0,4,1.5,57
2019,1,6,11,0,10.0,0.0,165,698,548,0.9,926.2,343,1.5,57
2019,1,6,12,0,11.1,0.0,159,663,496,0.88,925.5,323,1.6,59
2019,1,6,13,0,11.5,0.2,155,514,372,0.87,925.3,310,1.6,65
2019,1,6,14,0,11.1,1.2,115,349,217,0.87,925.5,296,1.2,73
2019,1,6,15,0,10.8,0.0,47,140,68,0.87,925.7,273,0.9,83
2019,1,6,16,0,9.6,0.0,1,1,1,0.86,925.9,280,0.7,94
2019,1,6,17,0,7.8,0.0,0,0,0,0.83,926.3,336,0.8,106
2019,1,6,18,0,5.9,0.0,0,0,0,0.8,926.7,1,1.4,118
2019,1,6,19,0,4.4,0.0,0,0,0,0.78,926.8,10,1.7,130
2019,1,6,20,0,3.4,0.0,0,0,0,0.76,926.8,16,1.8,143
2019,1,6,21,0,2.4,0.0,0,0,0,0.74,926.8,22,1.8,155
2019,1,6,22,0,1.6,0.0,0,0,0,0.72,926.7,26,1.9,165
2019,1,6,23,0,0.9,0.0,0,0,0,0.7,926.5,28,1.9,168
2019,1,7,0,0,0.3,0.0,0,0,0,0.69,926.4,30,1.9,160
2019,1,7,1,0,0.2,0.0,0,0,0,0.7,926.4,32,1.9,148
2019,1,7,2,0,0.6,0.0,0,0,0,0.74,926.4,33,1.8,135
2019,1,7,3,0,1.0,0.0,0,0,0,0.78,926.4,34,1.8,123
2019,1,7,4,0,1.2,0.0,0,0,0,0.8,926.5,36,1.8,111
2019,1,7,5,0,1.3,0.0,0,0,0,0.8,926.8,37,1.9,99
2019,1,7,6,0,1.5,0.7,19,68,26,0.8,927.1,38,1.9,88
2019,1,7,7,0,2.8,0.0,76,404,168,0.82,927.5,36,1.8,77
2019,1,7,8,0,5.5,0.0,115,594,334,0.85,927.9,30,1.7,68
2019,1,7,9,0,8.2,0.0,134,697,468,0.88,928.3,23,1.5,61
2019,1,7,10,0,10.0,0.0,131,780,552,0.9,928.2,16,1.4,57
2019,1,7,11,0,11.0,0.0,132,788,566,0.92,927.6,6,1.2,57
2019,1,7,12,0,12.0,14.8,171,515,440,0.94,927.0,353,1.1,59
2019,1,7,13,0,12.4,76.1,96,0,96,0.97,926.7,340,1.0,65
2019,1,7,14,0,12.1,41.6,102,123,138,1.0,926.7,330,1.1,73
2019,1,7,15,0,11.8,59.8,25,39,29,1.04,926.7,321,1.1,83
2019,1,7,16,0,10.7,70.8,0,0,0,1.07,926.8,327,1.2,94
2019,1,7,17,0,8.7,43.3,0,0,0,1.09,927.2,343,1.4,106
2019,1,7,18,0,6.7,57.5,0,0,0,1.12,927.5,355,1.6,118
2019,1,7,19,0,5.5,57.9,0,0,0,1.13,927.6,4,1.8,130
2019,1,7,20,0,5.2,65.4,0,0,0,1.13,927.4,12,1.7,143
2019,1,7,21,0,4.9,56.4,0,0,0,1.13,927.3,21,1.7,155
2019,1,7,22,0,4.7,58.2,0,0,0,1.14,927.1,25,1.6,165
2019,1,7,23,0,4.6,57.5,0,0,0,1.16,926.8,26,1.6,168
2019,1,8,0,0,4.6,59.6,0,0,0,1.19,926.6,26,1.5,160
2019,1,8,1,0,4.5,73.4,0,0,0,1.22,926.3,27,1.5,148
2019,1,8,2,0,4.4,86.0,0,0,0,1.27,926.1,27,1.5,136
2019,1,8,3,0,4.3,83.9,0,0,0,1.32,925.8,27,1.6,123
2019,1,8,4,0,4.5,58.0,0,0,0,1.34,925.7,27,1.6,111
2019,1,8,5,0,4.8,77.2,0,0,0,1.33,925.8,26,1.8,99
2019,1,8,6,0,5.2,60.1,14,0,14,1.32,925.8,26,1.9,88
2019,1,8,7,0,6.0,36.9,71,33,79,1.31,926.0,24,2.0,77
2019,1,8,8,0,7.4,6.1,168,204,247,1.29,926.3,21,2.0,68
2019,1,8,9,0,8.9,30.4,244,56,269,1.28,926.6,17,2.0,61
2019,1,8,10,0,9.9,53.5,238,0,238,1.26,926.3,14,1.9,57
2019,1,8,11,0,10.6,72.5,150,0,150,1.25,925.5,10,1.8,56
2019,1,8,12,0,11.3,65.6,170,0,170,1.23,924.7,6,1.7,59
2019,1,8,13,0,11.9,11.4,166,421,338,1.22,924.1,359,1.7,65
2019,1,8,14,0,12.2,0.0,99,467,237,1.2,923.9,351,1.7,73
2019,1,8,15,0,12.5,0.0,46,206,77,1.19,923.6,343,1.7,83
2019,1,8,16,0,11.6,0.0,1,2,2,1.16,923.6,344,1.8,94
2019,1,8,17,0,9.6,0.0,0,0,0,1.11,923.8,351,1.9,106
2019,1,8,18,0,7.6,0.0,0,0,0,1.06,924.0,357,2.0,118
2019,1,8,19,0,6.1,0.0,0,0,0,1.03,924.2,2,2.1,130
2019,1,8,20,0,5.3,0.0,0,0,0,1.0,924.4,7,2.1,142
2019,1,8,21,0,4.4,0.0,0,0,0,0.97,924.6,12,2.1,155
2019,1,8,22,0,3.6,0.0,0,0,0,0.95,924.6,16,2.0,165
2019,1,8,23,0,2.9,0.0,0,0,0,0.92,924.6,19,1.9,168
2019,1,9,0,0,2.3,0.0,0,0,0,0.89,924.5,22,1.8,160
2019,1,9,1,0,2.0,0.0,0,0,0,0.87,924.4,24,1.8,148
2019,1,9,2,0,2.1,0.0,0,0,0,0.87,924.2,25,1.8,136
2019,1,9,3,0,2.2,0.0,0,0,0,0.86,924.0,25,1.8,123
2019,1,9,4,0,2.2,0.0,0,0,0,0.84,924.1,25,1.8,111
2019,1,9,5,0,2.2,0.0,0,0,0,0.81,924.4,24,1.7,99
2019,1,9,6,0,2.1,0.0,16,162,33,0.77,924.8,22,1.7,88
2019,1,9,7,0,3.6,0.0,53,621,193,0.75,925.1,15,1.6,77
2019,1,9,8,0,6.5,0.0,69,804,368,0.75,925.4,2,1.6,68
2019,1,9,9,0,9.4,0.0,79,883,503,0.74,925.6,350,1.7,61
2019,1,9,10,0,11.3,0.0,96,887,578,0.74,925.5,341,1.8,57
2019,1,9,11,0,12.1,0.0,98,892,593,0.75,924.9,333,1.8,56
2019,1,9,12,0,12.8,0.0,92,876,543,0.76,924.4,325,1.9,59
2019,1,9,13,0,13.1,0.0,79,831,434,0.77,924.1,321,2.0,65
2019,1,9,14,0,12.9,0.0,64,715,275,0.77,924.0,320,2.0,73
2019,1,9,15,0,12.7,0.0,36,407,97,0.77,923.9,318,2.1,83
2019,1,9,16,0,11.4,0.0,2,7,2,0.76,923.9,326,2.0,94
2019,1,9,17,0,8.9,0.0,0,0,0,0.75,924.2,343,1.9,105
2019,1,9,18,0,6.4,0.0,0,0,0,0.74,924.5,0,2.0,118
2019,1,9,19,0,4.7,0.0,0,0,0,0.72,924.6,11,2.1,130
2019,1,9,20,0,3.6,0.0,0,0,0,0.71,924.6,17,2.0,142
2019,1,9,21,0,2.6,0.0,0,0,0,0.69,924.6,24,2.0,154
2019,1,9,22,0,1.8,0.0,0,0,0,0.69,924.4,28,2.0,165
2019,1,9,23,0,1.2,0.0,0,0,0,0.68,924.1,31,1.9,167
2019,1,10,0,0,0.6,4.0,0,0,0,0.68,923.7,35,1.9,160
2019,1,10,1,0,0.6,40.7,0,0,0,0.7,923.5,37,1.8,148
2019,1,10,2,0,1.3,56.7,0,0,0,0.74,923.3,38,1.8,136
2019,1,10,3,0,2.0,52.6,0,0,0,0.78,923.1,38,1.8,123
2019,1,10,4,0,2.4,0.4,0,0,0,0.81,923.2,40,1.9,111
2019,1,10,5,0,2.6,32.3,0,0,0,0.84,923.5,42,2.0,99
2019,1,10,6,0,2.7,68.4,9,0,9,0.86,923.7,44,2.1,88
2019,1,10,7,0,3.9,47.4,100,0,100,0.91,924.0,43,2.1,77
2019,1,10,8,0,6.3,51.9,172,5,175,0.97,924.2,38,1.8,68
2019,1,10,9,0,8.6,56.6,208,0,208,1.04,924.4,32,1.6,61
2019,1,10,10,0,10.1,80.0,113,0,113,1.12,924.2,28,1.5,57
2019,1,10,11,0,10.6,61.9,217,0,217,1.22,923.5,27,1.6,56
2019,1,10,12,0,11.2,65.1,182,0,182,1.32,922.8,25,1.6,59
2019,1,10,13,0,11.4,83.2,67,0,67,1.38,922.5,22,1.7,65
2019,1,10,14,0,11.3,79.8,50,0,50,1.41,922.7,17,1.9,73
2019,1,10,15,0,11.1,67.4,25,0,25,1.43,922.9,13,2.0,83
2019,1,10,16,0,10.3,85.9,0,0,0,1.45,923.2,11,2.0,94
2019,1,10,17,0,8.9,86.0,0,0,0,1.47,923.7,11,1.9,105
2019,1,10,18,0,7.6,85.0,0,0,0,1.49,924.1,11,1.8,117
2019,1,10,19,0,6.7,86.0,0,0,0,1.48,924.4,13,1.7,130
2019,1,10,20,0,6.3,86.0,0,0,0,1.46,924.6,17,1.6,142
2019,1,10,21,0,6.0,83.9,0,0,0,1.44,924.7,21,1.6,154
2019,1,10,22,0,5.8,58.2,0,0,0,1.41,924.8,26,1.5,165
2019,1,10,23,0,5.9,58.0,0,0,0,1.39,924.7,31,1.5,167
2019,1,11,0,0,5.9,57.3,0,0,0,1.37,924.7,36,1.4,160
2019,1,11,1,0,6.0,48.4,0,0,0,1.37,924.7,41,1.4,148
2019,1,11,2,0,6.0,15.3,0,0,0,1.41,924.6,45,1.4,136
2019,1,11,3,0,6.0,3.6,0,0,0,1.44,924.5,49,1.4,123
2019,1,11,4,0,5.9,2.0,0,0,0,1.46,924.8,49,1.4,111
2019,1,11,5,0,5.7,15.9,0,0,0,1.47,925.3,46,1.4,99
2019,1,11,6,0,5.6,31.3,11,0,11,1.48,925.8,44,1.4,88
2019,1,11,7,0,6.0,41.0,64,0,64,1.49,926.2,49,1.3,77
2019,1,11,8,0,7.0,64.2,79,0,79,1.5,926.5,61,1.4,68
2019,1,11,9,0,8.0,64.9,116,0,116,1.5,926.8,73,1.5,61
2019,1,11,10,0,8.5,60.2,163,0,163,1.51,926.7,81,1.5,57
2019,1,11,11,0,8.5,83.4,69,0,69,1.51,926.2,87,1.4,56
2019,1,11,12,0,8.6,83.5,61,0,61,1.51,925.7,94,1.3,59
2019,1,11,13,0,9.1,87.5,38,0,38,1.51,925.4,89,1.4,64
2019,1,11,14,0,10.0,88.7,19,0,19,1.51,925.4,74,1.5,73
2019,1,11,15,0,11.0,37.8,28,0,28,1.51,925.4,62,1.8,82
2019,1,11,16,0,10.7,0.0,2,0,2,1.5,925.5,61,1.8,93
2019,1,11,17,0,9.1,1.2,0,0,0,1.48,925.8,68,1.7,105
2019,1,11,18,0,7.5,4.3,0,0,0,1.46,926.1,75,1.7,117
2019,1,11,19,0,6.6,57.6,0,0,0,1.46,926.2,77,1.6,130
2019,1,11,20,0,6.2,58.0,0,0,0,1.47,926.1,73,1.5,142
2019,1,11,21,0,5.8,58.0,0,0,0,1.48,926.0,68,1.5,154
2019,1,11,22,0,5.5,58.0,0,0,0,1.51,925.9,64,1.4,164
2019,1,11,23,0,5.2,58.0,0,0,0,1.54,925.6,63,1.3,167
2019,1,12,0,0,5.0,57.9,0,0,0,1.58,925.4,61,1.2,160
2019,1,12,1,0,5.1,57.0,0,0,0,1.59,925.1,65,1.2,148
2019,1,12,2,0,5.6,57.0,0,0,0,1.59,924.7,75,1.4,136
2019,1,12,3,0,6.1,57.0,0,0,0,1.59,924.4,83,1.5,123
2019,1,12,4,0,6.5,57.0,0,0,0,1.59,924.3,89,1.6,111
2019,1,12,5,0,6.7,66.8,0,0,0,1.58,924.5,95,1.7,99
2019,1,12,6,0,6.9,66.8,9,0,9,1.57,924.7,101,1.7,88
2019,1,12,7,0,7.2,78.7,22,0,22,1.57,924.9,109,1.9,77
2019,1,12,8,0,7.8,84.7,42,0,42,1.57,925.1,117,2.2,68
2019,1,12,9,0,8.3,75.0,95,0,95,1.57,925.3,124,2.5,61
2019,1,12,10,0,8.5,86.6,62,0,62,1.57,925.0,128,2.6,57
2019,1,12,11,0,8.3,91.8,39,0,39,1.58,924.3,132,2.5,56
2019,1,12,12,0,8.2,76.7,101,0,101,1.58,923.5,136,2.3,59
2019,1,12,13,0,8.2,90.5,29,0,29,1.56,923.3,141,2.0,64
2019,1,12,14,0,8.4,87.7,20,0,20,1.5,923.6,151,1.5,72
2019,1,12,15,0,8.7,52.7,21,0,21,1.44,923.9,168,1.2,82
2019,1,12,16,0,8.3,0.0,2,0,2,1.37,924.2,165,0.8,93
2019,1,12,17,0,7.3,0.0,0,0,0,1.3,924.5,110,0.6,105
2019,1,12,18,0,6.3,6.3,0,0,0,1.23,924.8,72,1.1,117
2019,1,12,19,0,5.8,87.6,0,0,0,1.17,925.0,64,1.2,129
2019,1,12,20,0,5.7,84.6,0,0,0,1.11,925.2,67,1.0,142
2019,1,12,21,0,5.5,85.2,0,0,0,1.06,925.4,70,0.8,154
2019,1,12,22,0,5.4,57.6,0,0,0,0.99,925.4,64,0.7,164
2019,1,12,23,0,5.3,1.9,0,0,0,0.9,925.3,44,0.6,167
2019,1,13,0,0,5.1,0.0,0,0,0,0.82,925.2,25,0.7,159
2019,1,13,1,0,4.9,0.0,0,0,0,0.74,925.1,21,0.8,148
2019,1,13,2,0,4.7,0.0,0,0,0,0.67,925.1,29,1.0,136
2019,1,13,3,0,4.5,0.0,0,0,0,0.6,925.1,35,1.2,123
2019,1,13,4,0,4.3,0.0,0,0,0,0.57,925.5,38,1.3,111
2019,1,13,5,0,4.2,0.0,0,0,0,0.58,926.3,41,1.4,99
2019,1,13,6,0,4.0,9.3,19,7,19,0.58,927.1,44,1.5,88
2019,1,13,7,0,4.5,16.3,103,123,138,0.57,927.8,46,1.5,77
2019,1,13,8,0,5.6,4.4,163,398,312,0.56,928.5,48,1.3,68
2019,1,13,9,0,6.6,0.0,160,645,474,0.55,929.2,50,1.2,61
2019,1,13,10,0,7.5,0.0,129,818,580,0.54,929.4,50,1.0,57
2019,1,13,11,0,8.2,0.0,117,863,604,0.53,929.0,46,0.8,56
2019,1,13,12,0,8.9,0.0,112,844,555,0.52,928.6,40,0.6,58
2019,1,13,13,0,9.4,0.0,113,743,438,0.49,928.5,11,0.6,64
2019,1,13,14,0,9.9,0.0,88,622,279,0.46,928.7,343,0.9,72
2019,1,13,15,0,10.3,0.0,46,347,102,0.42,928.9,331,1.3,82
2019,1,13,16,0,9.2,0.0,2,8,3,0.4,929.2,336,1.5,93
2019,1,13,17,0,6.6,0.0,0,0,0,0.38,929.4,352,1.7,105
2019,1,13,18,0,3.9,0.0,0,0,0,0.36,929.7,3,2.0,117
2019,1,13,19,0,2.1,0.0,0,0,0,0.35,929.8,9,2.2,129
2019,1,13,20,0,1.2,0.0,0,0,0,0.34,929.7,12,2.1,142
2019,1,13,21,0,0.3,0.0,0,0,0,0.33,929.6,15,2.0,154
2019,1,13,22,0,-0.4,0.0,0,0,0,0.33,929.4,18,2.0,164
2019,1,13,23,0,-0.9,0.0,0,0,0,0.32,929.1,20,2.0,167
2019,1,14,0,0,-1.3,0.0,0,0,0,0.32,928.8,22,2.1,159
2019,1,14,1,0,-1.1,0.0,0,0,0,0.32,928.5,23,2.2,148
2019,1,14,2,0,-0.1,0.0,0,0,0,0.32,928.3,24,2.2,136
2019,1,14,3,0,0.8,0.0,0,0,0,0.32,928.0,24,2.2,123
2019,1,14,4,0,1.0,0.0,0,0,0,0.31,927.9,25,2.2,111
2019,1,14,5,0,0.5,0.0,0,0,0,0.29,927.9,25,2.4,99
2019,1,14,6,0,0.0,1.4,18,152,35,0.28,927.9,25,2.6,88
2019,1,14,7,0,1.2,0.0,54,661,206,0.27,928.1,23,2.7,77
2019,1,14,8,0,4.1,20.5,193,312,307,0.28,928.3,19,2.6,68
2019,1,14,9,0,6.9,2.7,100,857,516,0.28,928.4,15,2.6,61
2019,1,14,10,0,8.8,33.4,371,70,409,0.3,928.2,8,2.4,56
2019,1,14,11,0,9.9,19.3,240,476,509,0.33,927.4,356,2.1,56
2019,1,14,12,0,11.0,9.3,161,687,528,0.36,926.6,342,2.0,58
2019,1,14,13,0,11.1,49.6,235,2,236,0.38,926.2,338,2.0,64
2019,1,14,14,0,10.1,44.2,104,202,171,0.4,926.2,345,2.2,72
2019,1,14,15,0,9.2,49.6,47,3,47,0.42,926.2,350,2.3,82
2019,1,14,16,0,7.7,3.5,3,8,4,0.43,926.2,356,2.4,93
2019,1,14,17,0,5.8,38.3,0,0,0,0.44,926.3,2,2.5,105
2019,1,14,18,0,3.8,39.1,0,0,0,0.44,926.3,7,2.6,117
2019,1,14,19,0,2.6,0.0,0,0,0,0.44,926.4,12,2.6,129
2019,1,14,20,0,2.0,0.0,0,0,0,0.45,926.5,17,2.4,142
2019,1,14,21,0,1.5,0.0,0,0,0,0.46,926.6,23,2.3,154
2019,1,14,22,0,1.0,0.0,0,0,0,0.47,926.4,28,2.3,164
